surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
yes,adult,37.6,42.0,40.0,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_small,41.0,6.6,cloudy,4.1,yes,3205,0,0,yes
yes,adult,38.7,100.0,51.0,cool,absent,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,66.0,12.85,serosanguious,2.0,yes,2205,0,0,yes
yes,adult,38.3,84.0,24.0,normal,normal,bright_red,less_3_sec,depressed,absent,severe,slight,more_1_liter,5.0,absent,distend_large,45.0,6.5,clear,4.9,yes,3205,0,0,no
no,adult,37.2,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.0,decreased,firm,52.0,8.4,serosanguious,7.4,yes,2207,0,0,no
yes,adult,38.3,66.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,3.0,decreased,distend_small,44.0,6.0,serosanguious,3.6,yes,2208,0,0,yes
yes,adult,38.0,64.0,63.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_small,46.0,12.85,cloudy,1.0,yes,2113,0,0,no
yes,adult,36.6,60.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,3.0,absent,distend_large,73.0,7.5,serosanguious,3.4,yes,4205,0,0,yes
yes,adult,38.0,80.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,significant,more_1_liter,5.3,decreased,distend_large,68.0,4.5,cloudy,3.9,yes,7111,0,0,yes
yes,adult,37.1,60.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,7.0,absent,distend_small,53.0,7.5,serosanguious,2.6,yes,2209,0,0,no
yes,adult,37.1,60.0,12.0,cool,normal,pale_pink,less_3_sec,depressed,absent,moderate,significant,less_1_liter,2.0,absent,distend_small,51.0,12.85,serosanguious,2.0,yes,3111,0,0,no
no,adult,39.80000000000001,114.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,3205,0,0,yes
yes,adult,38.6,52.0,20.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.0,normal,distend_small,47.0,7.0,cloudy,2.8,no,2205,0,0,yes
yes,adult,38.0,100.0,16.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,decreased,distend_small,47.0,12.85,clear,2.0,no,1400,0,0,yes
no,adult,39.3,66.0,16.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,6.5,decreased,distend_small,40.0,7.0,serosanguious,5.0,no,2208,0,0,yes
yes,adult,39.3,120.0,63.0,cool,absent,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,significant,more_1_liter,2.0,decreased,distend_large,53.0,12.85,cloudy,2.0,yes,3205,0,0,no
yes,adult,39.2,114.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,6.5,absent,distend_large,60.0,8.1,serosanguious,4.1,yes,2205,0,0,no
yes,adult,39.1,64.0,21.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,absent,distend_large,39.0,7.5,clear,3.6,yes,3207,0,0,yes
yes,adult,38.2,52.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,decreased,distend_small,41.0,12.85,clear,2.0,yes,2206,0,0,yes
no,adult,38.7,54.0,12.0,cool,normal,pale_pink,less_3_sec,alert,normal,moderate,slight,more_1_liter,5.0,normal,normal,37.0,12.85,cloudy,2.0,no,0,0,0,no
no,adult,37.5,60.0,16.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,55.0,12.85,serosanguious,2.0,no,0,0,0,no
yes,adult,37.1,84.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,3.0,absent,distend_small,75.0,12.85,clear,2.0,yes,2112,0,0,no
yes,adult,38.4,76.0,16.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,33.0,6.2,serosanguious,6.5,yes,2205,0,0,yes
yes,adult,38.3,75.0,32.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,35.0,12.85,cloudy,1.0,yes,2209,0,0,no
yes,adult,38.1,72.0,40.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,4.5,absent,distend_small,54.0,7.5,serosanguious,2.6,yes,2205,0,0,no
no,adult,38.6,42.0,16.0,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_large,47.0,7.2,cloudy,2.8,no,0,0,0,yes
yes,adult,38.5,72.0,40.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,slight,more_1_liter,2.0,absent,distend_large,35.0,12.85,clear,2.0,yes,3111,0,0,no
no,adult,38.3,56.0,40.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.2,absent,distend_small,47.0,7.2,clear,2.6,no,2113,0,0,yes
no,adult,38.1,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.0,decreased,firm,52.0,8.2,cloudy,7.4,yes,2207,0,0,yes
yes,adult,39.0,64.0,63.0,warm,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,6.5,decreased,distend_large,39.0,7.0,serosanguious,6.0,yes,31110,0,0,yes
no,adult,38.5,52.0,30.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,severe,slight,more_1_liter,1.0,absent,distend_large,43.0,12.85,clear,2.0,no,3111,0,0,no
yes,adult,39.2,96.0,20.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,increased,firm,44.0,6.7,serosanguious,3.6,yes,2205,0,0,no
yes,adult,38.2,114.0,20.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.0,normal,distend_small,45.0,7.4,serosanguious,3.7,yes,3205,0,0,yes
yes,adult,38.6,80.0,32.0,cool,normal,pale_pink,less_3_sec,extreme_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,33.0,6.5,serosanguious,4.5,yes,3205,0,0,no
no,adult,38.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_small,36.0,12.85,clear,2.0,yes,3111,0,0,yes
yes,adult,38.5,86.0,40.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,5.5,absent,distend_small,57.0,7.5,serosanguious,3.4,yes,2112,0,0,no
yes,adult,38.0,120.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.4,absent,distend_large,47.0,7.5,cloudy,2.0,yes,2205,0,0,no
yes,adult,37.3,72.0,30.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2.0,absent,distend_large,65.0,12.85,serosanguious,2.0,yes,5400,0,0,no
yes,adult,38.5,129.0,48.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,57.0,12.85,serosanguious,2.0,yes,2206,0,0,no
yes,adult,38.4,108.0,12.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,74.0,7.5,serosanguious,2.6,yes,5400,0,0,yes
yes,adult,37.3,84.0,12.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,4.4,absent,distend_small,54.0,8.1,serosanguious,4.7,yes,2209,0,0,no
yes,adult,38.0,36.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,2.0,absent,distend_large,45.0,6.9,serosanguious,2.8,yes,3111,0,0,yes
no,adult,39.4,112.0,36.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,58.0,7.0,serosanguious,3.9,yes,2206,0,0,no
yes,adult,38.2,42.0,14.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_large,39.0,8.7,serosanguious,3.6,yes,3205,0,0,yes
yes,adult,38.6,96.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,decreased,distend_small,60.0,7.5,clear,5.4,yes,2124,0,0,no
yes,young,39.1,164.0,63.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,less_1_liter,5.5,decreased,distend_small,48.0,7.2,serosanguious,5.3,yes,2208,0,0,yes
no,young,38.2,72.0,24.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_small,30.0,5.7,clear,7.75,yes,3111,0,0,yes
yes,adult,39.0,60.0,24.0,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.5,absent,distend_large,54.0,8.6,serosanguious,4.1,yes,3205,0,0,no
yes,adult,39.3,120.0,63.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,3.5,decreased,distend_large,69.0,6.0,serosanguious,5.3,yes,4205,0,0,no
yes,adult,38.0,64.0,28.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,more_1_liter,7.0,normal,distend_small,40.0,7.0,clear,5.0,no,0,0,0,yes
yes,adult,38.3,88.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,6.2,decreased,distend_large,45.0,6.4,clear,2.6,yes,0,0,0,yes
no,adult,38.0,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_large,43.0,5.3,clear,2.6,yes,3111,0,0,yes
yes,adult,36.599999999999994,60.0,32.0,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,decreased,distend_small,54.0,7.5,serosanguious,3.4,yes,2209,0,0,yes
no,adult,37.7,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,moderate,slight,less_1_liter,5.0,normal,normal,49.0,8.0,clear,7.0,no,0,0,0,yes
yes,adult,37.8,60.0,12.0,cool,normal,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,51.0,12.85,serosanguious,2.0,yes,3111,0,0,no
yes,adult,38.2,52.0,63.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.4,decreased,distend_small,41.0,6.2,cloudy,2.8,yes,2208,0,0,yes
no,adult,38.3,48.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,decreased,distend_large,41.0,12.85,clear,2.0,no,3111,0,0,no
yes,adult,37.3,60.0,32.0,normal,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,distend_small,45.0,12.85,cloudy,2.0,yes,2208,0,0,no
yes,adult,37.8,52.0,24.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.7,increased,distend_large,48.0,6.6,clear,3.7,yes,5400,0,0,yes
no,adult,38.1,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,normal,distend_small,41.0,5.3,clear,5.0,no,3111,0,0,yes
yes,adult,38.8,86.0,40.0,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,4.5,absent,distend_small,65.0,7.6,cloudy,3.9,yes,3205,0,0,no
yes,adult,38.1,54.0,40.0,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,moderate,significant,more_1_liter,4.5,absent,distend_small,41.0,7.2,serosanguious,4.5,yes,2209,0,0,yes
no,adult,37.5,48.0,40.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,more_1_liter,1.5,absent,distend_large,40.0,7.5,clear,2.4,no,31110,0,0,yes
yes,adult,38.4,56.0,40.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_small,47.0,7.5,clear,2.0,no,8300,0,0,no
yes,adult,38.1,64.0,63.0,warm,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,5.0,normal,distend_large,36.0,7.5,clear,3.3,yes,31110,0,0,yes
yes,young,39.4,164.0,63.0,cool,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,more_1_liter,5.0,absent,distend_small,48.0,7.6,serosanguious,5.2,yes,2300,0,0,yes
yes,adult,38.0,48.0,24.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,normal,distend_small,37.0,12.85,clear,2.0,yes,7111,0,0,no
yes,adult,38.3,96.0,63.0,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,3.0,normal,distend_small,52.0,7.2,serosanguious,3.9,yes,2209,0,0,yes
yes,adult,38.3,45.0,40.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_large,42.0,12.85,cloudy,2.0,yes,3205,0,0,yes
yes,adult,39.80000000000001,96.0,24.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,6.0,absent,distend_large,45.0,7.5,serosanguious,2.3,yes,3205,0,0,yes
yes,adult,37.9,48.0,20.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_large,46.0,12.85,serosanguious,2.0,yes,2208,0,0,no
yes,adult,38.5,60.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,41.0,7.0,cloudy,2.6,yes,3205,0,0,no
yes,adult,38.2,84.0,40.0,cool,normal,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,46.0,12.85,cloudy,2.0,no,2208,0,0,no
yes,adult,38.2,96.0,42.0,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,42.0,12.85,clear,2.0,yes,2206,0,0,no
yes,adult,36.599999999999994,136.0,63.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,4.3,absent,distend_large,47.0,6.0,serosanguious,3.9,yes,6111,0,0,yes
yes,young,38.4,124.0,63.0,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,less_1_liter,4.4,absent,distend_small,50.0,7.8,serosanguious,3.4,yes,2209,0,0,yes
yes,adult,38.2,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,2.0,decreased,distend_small,37.0,12.85,cloudy,2.0,no,3111,0,0,yes
no,adult,38.4,48.0,36.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,less_1_liter,6.5,normal,distend_small,37.0,6.5,clear,1.0,no,0,0,0,yes
yes,adult,37.2,88.0,48.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,55.0,12.85,clear,2.0,yes,2209,0,0,no
yes,adult,37.8,40.0,12.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,23.0,6.4,cloudy,1.4,yes,2209,0,0,yes
yes,adult,37.4,96.0,28.0,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.5,absent,distend_large,60.0,6.5,serosanguious,3.6,yes,3205,0,0,yes
yes,adult,39.3,56.0,16.0,warm,reduced,pale_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,1.0,normal,distend_large,37.0,12.85,clear,2.0,no,2207,0,0,no
no,adult,38.0,64.0,18.0,normal,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,normal,distend_small,59.0,7.5,cloudy,2.9,yes,4300,0,0,no
yes,adult,37.3,36.0,16.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,more_1_liter,2.0,decreased,distend_large,37.0,12.85,serosanguious,1.0,no,3111,0,0,no
no,adult,38.5,54.0,20.0,normal,normal,normal_pink,less_3_sec,depressed,normal,moderate,slight,less_1_liter,3.0,decreased,firm,44.0,7.5,cloudy,2.3,no,0,0,0,yes
no,adult,38.0,92.0,28.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,slight,slight,more_1_liter,4.5,decreased,distend_small,57.0,8.1,serosanguious,5.2,no,5400,0,0,yes
no,adult,38.5,54.0,40.0,normal,normal,bright_pink,less_3_sec,alert,hypermotile,moderate,slight,less_1_liter,7.0,normal,normal,44.0,7.5,cloudy,1.3,no,0,0,0,yes
yes,adult,38.1,112.0,9.0,cold,normal,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.5,decreased,distend_large,43.0,6.4,clear,3.9,yes,3209,0,0,no
yes,adult,38.2,52.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,42.0,12.85,cloudy,2.0,yes,2208,0,0,no
yes,adult,39.2,100.0,51.0,cool,normal,dark_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,50.0,12.85,serosanguious,2.0,yes,2113,0,0,no
no,adult,39.6,108.0,51.0,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,less_1_liter,2.0,absent,distend_large,65.0,12.85,cloudy,2.0,no,4300,0,0,no
yes,adult,39.3,100.0,51.0,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,66.0,12.85,serosanguious,2.0,yes,2113,0,0,no
yes,adult,38.2,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,4.0,absent,distend_small,54.0,7.2,serosanguious,2.3,yes,2208,0,0,no
no,adult,38.0,108.0,36.0,normal,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,less_1_liter,7.0,absent,distend_small,68.0,5.7,serosanguious,3.4,yes,2208,0,0,no
yes,adult,36.599999999999994,50.0,50.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,3.0,decreased,distend_small,35.0,6.5,cloudy,3.6,yes,2209,0,0,yes
yes,adult,38.2,80.0,42.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,1.5,absent,distend_large,52.0,7.0,serosanguious,2.6,yes,5400,0,0,no
no,adult,38.2,80.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,normal,47.0,7.1,serosanguious,2.5,yes,8300,0,0,yes
yes,adult,38.3,66.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.3,increased,firm,37.0,7.1,cloudy,1.6,yes,3205,0,0,yes
yes,adult,38.4,42.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,40.0,6.7,cloudy,3.9,yes,2208,0,0,yes
yes,adult,37.1,84.0,48.0,normal,normal,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,absent,distend_small,72.0,6.6,serosanguious,3.2,yes,2208,0,0,no
no,adult,39.3,88.0,24.0,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,significant,less_1_liter,4.0,normal,normal,52.0,8.1,serosanguious,2.6,yes,3124,0,0,no
no,adult,37.5,48.0,16.0,normal,normal,pale_pink,less_3_sec,alert,hypermotile,slight,slight,more_1_liter,7.0,absent,other,41.0,8.6,cloudy,5.3,no,0,0,0,yes
yes,adult,38.5,96.0,36.0,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_small,52.0,8.0,serosanguious,3.4,yes,2205,0,0,no
yes,adult,39.0,84.0,24.0,cool,normal,bright_pink,less_3_sec,depressed,hypermotile,moderate,slight,more_1_liter,7.0,absent,distend_small,37.0,6.5,serosanguious,4.1,yes,7209,0,0,yes
yes,adult,37.8,86.0,30.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,57.0,6.1,serosanguious,4.5,yes,31110,0,0,yes
yes,adult,39.0,120.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,65.0,7.1,serosanguious,4.3,yes,3205,0,0,yes
yes,adult,37.8,46.0,28.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.7,increased,distend_small,37.0,6.6,serosanguious,5.0,yes,2207,0,0,no
yes,adult,38.5,66.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,absent,distend_large,31.5,6.7,clear,3.0,yes,31110,0,0,no
yes,adult,37.7,84.0,36.0,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,5.3,normal,distend_small,43.0,6.6,serosanguious,4.5,yes,5400,0,0,yes
no,adult,38.5,136.0,48.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,4.0,absent,distend_small,60.0,6.8,serosanguious,4.4,yes,4205,0,0,yes
yes,adult,38.2,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,slight,more_1_liter,3.0,normal,distend_small,44.0,7.2,cloudy,3.6,yes,2209,0,0,yes
yes,adult,38.1,66.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,2.0,absent,distend_large,43.0,12.85,clear,1.0,no,2124,0,0,no
yes,adult,39.3,88.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,55.0,12.85,serosanguious,2.0,no,3205,0,0,no
no,adult,38.7,48.0,24.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5.5,decreased,distend_small,49.0,9.1,clear,7.75,no,3111,0,0,no
no,adult,39.80000000000001,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,57.0,6.5,serosanguious,4.8,no,2208,0,0,yes
yes,adult,38.0,52.0,18.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,2.0,decreased,distend_small,52.0,12.85,clear,2.0,yes,2322,0,0,no
no,adult,38.4,54.0,40.0,normal,normal,bright_pink,less_3_sec,alert,hypermotile,moderate,slight,less_1_liter,7.0,normal,normal,49.0,9.0,cloudy,7.4,no,0,0,0,yes
no,adult,38.6,44.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,significant,more_1_liter,7.0,normal,normal,44.0,7.3,cloudy,1.6,no,0,0,0,yes
yes,young,37.5,164.0,63.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,5.4,absent,normal,50.0,6.0,serosanguious,3.9,no,1400,0,0,no
no,adult,38.1,52.0,24.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,normal,firm,54.0,7.5,cloudy,4.1,no,2124,0,0,yes
no,adult,36.6,52.0,16.0,normal,normal,normal_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,normal,firm,32.0,6.6,cloudy,4.5,yes,2205,0,0,yes
yes,adult,37.7,96.0,28.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,48.0,6.5,serosanguious,3.9,yes,31110,0,0,yes
no,adult,38.0,52.0,32.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,severe,slight,more_1_liter,5.0,absent,distend_small,52.0,6.8,cloudy,2.6,no,2124,0,0,no
yes,adult,38.1,52.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,normal,distend_large,54.0,7.5,cloudy,2.6,yes,2112,0,0,no
no,adult,37.1,72.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,slight,more_1_liter,2.0,absent,distend_large,67.0,12.85,cloudy,2.0,yes,1400,0,0,no
